target_id,score_run_id,vertical,naics_code,legal_name,dba_name,address,city,county,state,zip,phone,website,license_number,license_type,license_holder_name,banner_program,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,entity_status,is_distressed,distress_reasons,location_count,pharmacist_count,compounding_capability,layer1_score,layer1_comment,layer2_score,layer2_comment,layer3_score,layer3_comment,layer4_score,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness,deep_dive_pending,drop_reason,disqualifier_type,family_successor_locked,scored_at,batch_idx,spine_index
pharm-3-axtell's-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Axtell's Pharmacy,Axtell's Pharmacy,201 N Washington St,Pilot Point,Denton,TX,76258,,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,Axtell family (surname inferred from legal_name),60,family_name_aging_market_proxy,30,30,unknown_comptroller_session_gated,False,[],,1,,64.2,"Owner ~60 (58-62 band, moderate succession risk)",80.0,Solo pharmacist 10+yr Class A (30yr tenure) | +3 banner (GNP/Health Mart),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; 30+ yr tenure under same owner; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Denton),69,C,C-tier: Axtell's Pharmacy (Pilot Point). Hard gate: successor verif missing on A/B candidate — capped to C,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-cobb's-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Cobb's Pharmacy,Cobb's Pharmacy,302 Houston St,George West,Live Oak,TX,78022,,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,Cobb family (surname inferred from legal_name),60,family_name_aging_market_proxy,30,30,unknown_comptroller_session_gated,False,[],,1,,64.2,"Owner ~60 (58-62 band, moderate succession risk)",80.0,Solo pharmacist 10+yr Class A (30yr tenure) | +3 banner (GNP/Health Mart),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; 30+ yr tenure under same owner; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Live Oak),69,C,C-tier: Cobb's Pharmacy (George West). Hard gate: successor verif missing on A/B candidate — capped to C,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-muecke-prescription-shoppe,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Muecke Prescription Shoppe,Muecke Prescription Shoppe,2808 7th St,Bay City,Matagorda,TX,77414,,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,Muecke family (surname inferred from legal_name),62,name_pattern_and_long_tenure_proxy,35,35,unknown_comptroller_session_gated,False,[],,1,,73.4,"Owner ~62 (58-62 band, moderate succession risk)",83.0,Solo pharmacist 10+yr Class A (35yr tenure) | +3 banner (GNP/Health Mart),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; 30+ yr tenure under same owner; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Matagorda),69,C,C-tier: Muecke Prescription Shoppe (Bay City). Hard gate: successor verif missing on A/B candidate — capped to C,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-1-19,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Preston Road Pharmacy,Preston Road Pharmacy,,Dallas,Dallas,TX,,,,,,,Good Neighbor Pharmacy,Jonathon Lipe (Owner),,no_signal_on_age (owner is not original founder; 87yr legacy store),,87,Active (verified via BBB and PitchBook),False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,85,Solo pharmacist 10+yr Class A (87yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): No independent website (BBB only); Long-tenured legacy store under multi-generation ownership; pre-2015 website or none; storefront photos aged / legacy branding; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),68,C,C-tier: Preston Road Pharmacy (Dallas).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.6,False,,,False,2026-05-16T17:03:57Z,1,19
pharm-3-mid-valley-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Mid Valley Pharmacy,Mid Valley Pharmacy,904 N Vermont Ave,Mercedes,Hidalgo,TX,78570,,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,55,small_town_geography_proxy,,25,unknown_comptroller_session_gated,False,[],,1,,46.5,"Owner ~55 (53-57 band, early succession window)",77.0,Solo pharmacist 10+yr Class A (25yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Hidalgo),68,C,C-tier: Mid Valley Pharmacy (Mercedes).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-care-rx-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Care Rx Pharmacy,Care Rx Pharmacy,4501 Hale Ave Ste 1,Harlingen,Cameron,TX,78550,(956) 365-4677,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,55,small_town_geography_proxy,,25,unknown_comptroller_session_gated,False,[],,1,,46.5,"Owner ~55 (53-57 band, early succession window)",77.0,Solo pharmacist 10+yr Class A (25yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Cameron),68,C,C-tier: Care Rx Pharmacy (Harlingen).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-hometown-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Hometown Pharmacy,Hometown Pharmacy,1500 W 7th Ave Ste 100,Corsicana,Navarro,TX,75110,,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,55,small_town_geography_proxy,,25,unknown_comptroller_session_gated,False,[],,1,,46.5,"Owner ~55 (53-57 band, early succession window)",77.0,Solo pharmacist 10+yr Class A (25yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Navarro),68,C,C-tier: Hometown Pharmacy (Corsicana).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-lone-star-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Lone Star Pharmacy,Lone Star Pharmacy,351 Whisper Cir,Canyon Lake,Comal,TX,78132,,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,55,small_town_geography_proxy,,25,unknown_comptroller_session_gated,False,[],,1,,46.5,"Owner ~55 (53-57 band, early succession window)",77.0,Solo pharmacist 10+yr Class A (25yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Comal),68,C,C-tier: Lone Star Pharmacy (Canyon Lake).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-texas-professional-pharmacy---,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Texas Professional Pharmacy - Magnolia,Texas Professional Pharmacy,31312 FM 2978 Rd Ste 110,Magnolia,Montgomery,TX,77355,,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,55,small_town_geography_proxy,,25,unknown_comptroller_session_gated,False,[],,1,,46.5,"Owner ~55 (53-57 band, early succession window)",77.0,Solo pharmacist 10+yr Class A (25yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),67,C,C-tier: Texas Professional Pharmacy - Magnolia (Magnolia).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-the-family-pharmacy-(edgemere),ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,The Family Pharmacy (Edgemere),The Family Pharmacy,12371 Edgemere Blvd Ste 210,El Paso,El Paso,TX,79938,(915) 857-5510,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,2,,34.5,"Owner ~52 (<53, low succession risk)",81.5,"Multi-pharmacist/multi-loc Class A, 15yr tenure (1 loc, 2 pharmacist(s))",88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (El Paso),67,C,C-tier: The Family Pharmacy (Edgemere) (El Paso).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-the-family-pharmacy-(george-di,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,The Family Pharmacy (George Dieter),The Family Pharmacy,2931 George Dieter Dr,El Paso,El Paso,TX,79936,(915) 591-8000,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,2,,34.5,"Owner ~52 (<53, low succession risk)",81.5,"Multi-pharmacist/multi-loc Class A, 15yr tenure (1 loc, 2 pharmacist(s))",88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (El Paso),67,C,C-tier: The Family Pharmacy (George Dieter) (El Paso).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-the-medicine-shoppe-(grant-ave,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,The Medicine Shoppe (Grant Ave),The Medicine Shoppe,2002 Grant Ave Ste A,El Paso,El Paso,TX,79930,(915) 544-6605,,,Class A (Community Pharmacy),,Independent (RxLocal) / The Medicine Shoppe Franchise,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,2,,34.5,"Owner ~52 (<53, low succession risk)",81.5,"Multi-pharmacist/multi-loc Class A, 15yr tenure (1 loc, 2 pharmacist(s))",88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (El Paso),67,C,C-tier: The Medicine Shoppe (Grant Ave) (El Paso).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-1-21,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,KK's Pharmacy,KK's Pharmacy,,Dallas,Dallas,TX,,,https://dallas.kkspharmacytx.com/,,,,Good Neighbor Pharmacy,"Kamlesh 'KK' Kurani, RPh (with wife Sadhna; UK-trained RPh)",62,"founded_1996_RPh_proxy (UK pharmacy training pre-1990, est. ~62-68)",30,30,Active (per DnB),False,[],5,8,unknown,73.4,"Owner ~62 (58-62 band, moderate succession risk)",100,"Multi-pharmacist/multi-loc Class A, 30yr tenure (5 loc, 8 pharmacist(s)) | +3 specialty (LTC/veterinary), +3 banner (GNP/Health Mart)",80,4 coast tell(s): Website appears pre-2018 layout; Multi-store group has owner-operator pharmacists across locations; pre-2015 website or none; 30+ yr tenure under same owner,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),65,C,"C-tier: KK's Pharmacy (Dallas). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.75,False,,,True,2026-05-16T17:03:57Z,1,21
pharm-1-27,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Abrams Royal Pharmacy,Abrams Royal Pharmacy,,Dallas,Dallas,TX,,,https://www.arp-rx.com/,,,,Independent (RxLocal),Bob Scarbrough (founder); daughters Lark Swofford and Codi (current operators),75,founded_1980_natural_awakenings_article (40yr article 2019 + founder still active),46,46,Active,False,[],2,3,yes - compounding-only pharmacy (one of largest independent in US),98.5,"Owner ~75 (68+ band, peak succession risk)",96.5,"Multi-pharmacist/multi-loc Class A, 46yr tenure (2 loc, 3 pharmacist(s)) | +5 compounding",42,1 coast tell(s): 30+ yr tenure under same owner,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas) | +5 compounding specialty,65,C,"C-tier: Abrams Royal Pharmacy (Dallas). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.85,False,,,True,2026-05-16T17:03:57Z,1,27
pharm-1-38,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Davila Pharmacy,Davila Pharmacy,,San Antonio,Bexar,TX,,,https://www.davilapharmacy.com/,,,,Good Neighbor Pharmacy,"Rodolfo 'Rudy' Davila, Jr. (Founder/CEO) + Rudy Davila (son, VP/CFO/PharmD/Owner)",91,BS_pharmacy_ut_1955 (UT 1955 grad + 24 + 71 yrs ownership = ~91),71,71,Active (per Spectrum News profile),False,[],1,2,yes,100,"Owner ~91 (68+ band, peak succession risk)",96,"Multi-pharmacist/multi-loc Class A, 71yr tenure (1 loc, 2 pharmacist(s)) | +5 compounding, +3 banner (GNP/Health Mart)",80,4 coast tell(s): Multi-generation legacy back to 1904 Davila Food Store; Long-tenured founder (90+) still on masthead; storefront photos aged / legacy branding; 30+ yr tenure under same owner,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 compounding specialty,65,C,"C-tier: Davila Pharmacy (San Antonio). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.85,False,,,True,2026-05-16T17:03:57Z,1,38
pharm-1-43,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Hill's Drug Store,Hill's Drug Store,,San Antonio,Bexar,TX,,,https://hillsdrugs.com/,,,,Independent (RxLocal),Arthur Siller (founder; Tech High School 1952); current ownership not disclosed beyond family-owned status,92,tech_hs_1952_proxy (assuming founder still active: 1934 birth + 92 = current; likely family successor in active role),75,75,Active (Texas Domestic For-Profit Corp filed 3/12/1948),False,[],1,2,unknown,100,"Owner ~92 (68+ band, peak succession risk)",88,"Multi-pharmacist/multi-loc Class A, 75yr tenure (1 loc, 2 pharmacist(s))",84,5 coast tell(s): 75yr legacy storefront; Multi-generational family-owned; storefront photos aged / legacy branding; owner 75+ with no clear successor; 30+ yr tenure under same owner,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),65,C,"C-tier: Hill's Drug Store (San Antonio). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.72,False,,,True,2026-05-16T17:03:57Z,1,43
pharm-2-53,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Peoples Pharmacy,Peoples Rx,3201 W Anderson Ln,Austin,Travis,TX,78757,(512) 444-8866,https://peoplesrx.com/,,Class A (Community Pharmacy) + Compounding,"Bill Swail, RPh (founder)",Good Neighbor Pharmacy,"Bill Swail (founder, RPh); daughter Jeneen Schloz active",73,founding_date_proxy,46,46,unknown,False,[],,,,95.5,"Owner ~73 (68+ band, peak succession risk)",85,Solo pharmacist 10+yr Class A (46yr tenure) | +3 banner (GNP/Health Mart),67,3 coast tell(s): no specialty services; 30+ yr tenure under same owner; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),65,C,"C-tier: Peoples Pharmacy (Austin). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.85,False,,,True,2026-05-16T17:03:57Z,2,53
pharm-2-65,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Northwest Hills Pharmacy,Northwest Hills Pharmacy at Davenport,3801 N Capital of TX Hwy Ste G-200,Austin,Travis,TX,78746,(512) 329-8667,https://shopnorthwesthills.com/,,Class A (Community Pharmacy) + LTC,"Tom Sansing, RPh; Greg Sansing (3rd gen)",Independent (RxLocal),"Tom Sansing, RPh (2nd gen); Greg Sansing (3rd gen, retail manager)",70,tenure_proxy_generation,48,64,unknown,False,[],,2,,91.0,"Owner ~70 (68+ band, peak succession risk)",88,"Multi-pharmacist/multi-loc Class A, 64yr tenure (1 loc, 2 pharmacist(s))",67,3 coast tell(s): no specialty services; 30+ yr tenure under same owner; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),65,C,"C-tier: Northwest Hills Pharmacy (Austin). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.85,False,,,True,2026-05-16T17:03:57Z,2,65
pharm-2-71,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Perrone Pharmacy,Perrone Pharmacy,3921 Benbrook Blvd,Fort Worth,Tarrant,TX,76116,(817) 738-2135,https://www.perronepharmacy.com/,,Class A (Community Pharmacy) + Compounding,"Kim Perrone, RPh (UT 1980); Paula Perrone (CEO)",Good Neighbor Pharmacy,"Paula Perrone (CEO); Kim Perrone, RPh",67,license_grad_year,46,74,unknown,False,[],,,,87.0,"Owner ~67 (63-67 band, high succession risk)",85,Solo pharmacist 10+yr Class A (74yr tenure) | +3 banner (GNP/Health Mart),67,3 coast tell(s): no specialty services; 30+ yr tenure under same owner; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),65,C,"C-tier: Perrone Pharmacy (Fort Worth). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.85,False,,,True,2026-05-16T17:03:57Z,2,71
pharm-3-the-woodlands-apothecary,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,The Woodlands Apothecary,The Woodlands Apothecary,9303 Pinecroft Dr Ste 300,The Woodlands,Montgomery,TX,77380,(346) 224-2125,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,True,34.5,"Owner ~52 (<53, low succession risk)",73.0,Solo pharmacist 10+yr Class A (15yr tenure) | +5 compounding,84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; single-store solo PIC operation; RxLocal-only microsite (no independent domain),65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 compounding specialty,64,C,C-tier: The Woodlands Apothecary (The Woodlands).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-bank-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Bank Pharmacy,Bank Pharmacy,4000 Montana Ave,El Paso,El Paso,TX,79903,(915) 562-4000,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",68.0,Solo pharmacist 10+yr Class A (15yr tenure),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (El Paso),64,C,C-tier: Bank Pharmacy (El Paso).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-apple-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Apple Pharmacy,Apple Pharmacy,2501 N 23rd St Ste B,McAllen,Hidalgo,TX,78501,(956) 627-6652,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",68.0,Solo pharmacist 10+yr Class A (15yr tenure),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Hidalgo),64,C,C-tier: Apple Pharmacy (McAllen).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-the-friendly-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,The Friendly Pharmacy,The Friendly Pharmacy,3302 Boca Chica Blvd Ste 107,Brownsville,Cameron,TX,78521,(956) 544-1200,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",68.0,Solo pharmacist 10+yr Class A (15yr tenure),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Cameron),64,C,C-tier: The Friendly Pharmacy (Brownsville).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-los-ebanos-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Los Ebanos Pharmacy,Los Ebanos Pharmacy,1134 E Los Ebanos Blvd,Brownsville,Cameron,TX,78520,(956) 542-8542,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",68.0,Solo pharmacist 10+yr Class A (15yr tenure),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Cameron),64,C,C-tier: Los Ebanos Pharmacy (Brownsville).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-1-1,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Southend Pharmacy,Southend Pharmacy,,Houston,Harris,TX,,,,,,,Independent (RxLocal),"Survam Patel, PharmC (associated; primary owner not confirmed)",,no_signal,,,unknown — pending Comptroller verification,False,[],1,,yes (per Healthgrades),45.0,no owner-age signal; midpoint placeholder,55,"Class A pharmacy, tenure unknown — placeholder midpoint | +5 compounding",88,6 coast tell(s): No website (only rented RxLocal microsite); No demonstrable digital presence; pre-2015 website or none; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,62,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston) | +5 compounding specialty,63,C,C-tier: Southend Pharmacy (Houston).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.3,False,,,False,2026-05-16T17:03:57Z,1,1
pharm-1-24,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Preston Road Apothecary Inc,Preston Road Apothecary Inc,,Dallas,Dallas,TX,,,,,,,Good Neighbor Pharmacy,Jonathon Lipe (President/Owner),,"no_signal_on_age (likely same Jonathon Lipe as Preston Road Pharmacy entry 19 — same owner, multi-store independent)",,87,Active,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,85,Solo pharmacist 10+yr Class A (87yr tenure) | +3 banner (GNP/Health Mart),67,3 coast tell(s): No website beyond GNP store page; pre-2015 website or none; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),63,C,C-tier: Preston Road Apothecary Inc (Dallas).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.55,False,,,False,2026-05-16T17:03:57Z,1,24
pharm-1-28,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Aldridge's Family Pharmacy,Aldridge's Family Pharmacy,,Dallas,Dallas,TX,,,https://www.aldridgesrx.com/,,,,Independent (RxLocal),Howard Aldridge (owner/pharmacist; described as 'majority of his career' in Dallas),62,"career_majority_proxy (decades of service Dallas, est. 60-65)",,,unknown,False,[],1,1,unknown,73.4,"Owner ~62 (58-62 band, moderate succession risk)",50,"Class A pharmacy, tenure unknown — placeholder midpoint",67,3 coast tell(s): Solo-PharmD owner with long tenure; Templated RxLocal site; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Dallas),63,C,C-tier: Aldridge's Family Pharmacy (Dallas).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.55,False,,,False,2026-05-16T17:03:57Z,1,28
pharm-2-56,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Vina Pharmacy,Vina Pharmacy,11207 N Lamar Blvd Ste A,Austin,Travis,TX,78753,(512) 977-8844,https://www.vinapharmacy.com/,,Class A (Community Pharmacy),"Debbie Huynh, RPh (owner)",Good Neighbor Pharmacy,"Debbie Huynh, RPh",56,license_tenure_proxy,24,,unknown,False,[],,2,,52.2,"Owner ~56 (53-57 band, early succession window)",87.2,"Multi-pharmacist/multi-loc Class A, 24yr tenure (1 loc, 2 pharmacist(s)) | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),63,C,C-tier: Vina Pharmacy (Austin).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.85,False,,,False,2026-05-16T17:03:57Z,2,56
